"Test.Sample" "Test.Mean" "Test.Standard.Deviation" "Test.Activity" "Training.Sample" "Training.Mean" "Training.Standard.Deviation" "Training.Activity"
"76" 2 -0.652588191281034 0.530134962593079 "Laying" 2 -0.652588191281034 -0.652588191281034 "Laying"
"77" 2 -0.654262141769697 0.529377886179116 "Laying" 2 -0.654262141769697 -0.654262141769697 "Laying"
"78" 2 -0.641470623881283 0.54388775272949 "Laying" 2 -0.641470623881283 -0.641470623881283 "Laying"
"79" 2 -0.647650461006417 0.537637861309016 "Laying" 2 -0.647650461006417 -0.647650461006417 "Laying"
"80" 2 -0.421519530120392 0.475251798602011 "Walking" 2 -0.421519530120392 -0.421519530120392 "Walking"
"81" 2 -0.396796833196435 0.470615272361189 "Walking" 2 -0.396796833196435 -0.396796833196435 "Walking"
"82" 2 -0.394577513342068 0.477855205193838 "Walking" 2 -0.394577513342068 -0.394577513342068 "Walking"
"83" 2 -0.403695620754242 0.474810140195631 "Walking" 2 -0.403695620754242 -0.403695620754242 "Walking"
"84" 2 -0.431695709318717 0.473598928100405 "Walking" 2 -0.431695709318717 -0.431695709318717 "Walking"
"85" 2 -0.426233989561373 0.473598747404276 "Walking" 2 -0.426233989561373 -0.426233989561373 "Walking"
"86" 2 -0.412962779907237 0.473300456956996 "Walking" 2 -0.412962779907237 -0.412962779907237 "Walking"
"87" 2 -0.417761880153654 0.474597781252878 "Walking" 2 -0.417761880153654 -0.417761880153654 "Walking"
"88" 2 -0.408673876952549 0.473380117133183 "Walking" 2 -0.408673876952549 -0.408673876952549 "Walking"
"89" 2 -0.409657659676114 0.477213327589243 "Walking" 2 -0.409657659676114 -0.409657659676114 "Walking"
"90" 2 -0.409055405363512 0.474478745981529 "Walking" 2 -0.409055405363512 -0.409055405363512 "Walking"
"91" 2 -0.380767194617344 0.466779800575331 "Walking" 2 -0.380767194617344 -0.380767194617344 "Walking"
"92" 2 -0.377140510593226 0.459787438526841 "Walking" 2 -0.377140510593226 -0.377140510593226 "Walking"
"93" 2 -0.408455143196613 0.46380967031905 "Walking" 2 -0.408455143196613 -0.408455143196613 "Walking"
"94" 2 -0.423988485810766 0.477239580191856 "Walking" 2 -0.423988485810766 -0.423988485810766 "Walking"
"95" 2 -0.433264223588948 0.471144940080989 "Walking" 2 -0.433264223588948 -0.433264223588948 "Walking"
"96" 2 -0.405359700192335 0.47413367365334 "Walking" 2 -0.405359700192335 -0.405359700192335 "Walking"
"97" 2 -0.39318160581385 0.475967688501022 "Walking" 2 -0.39318160581385 -0.39318160581385 "Walking"
"98" 2 -0.421248535558824 0.469858111020695 "Walking" 2 -0.421248535558824 -0.421248535558824 "Walking"
"99" 2 -0.421018363267326 0.468105463211541 "Walking" 2 -0.421018363267326 -0.421018363267326 "Walking"
"100" 2 -0.409370695273262 0.471624934283174 "Walking" 2 -0.409370695273262 -0.409370695273262 "Walking"
"101" 2 -0.408708163231016 0.477550501734614 "Walking" 2 -0.408708163231016 -0.408708163231016 "Walking"
"102" 2 -0.405726452411408 0.472749679714542 "Walking" 2 -0.405726452411408 -0.405726452411408 "Walking"
"103" 2 -0.413656147695544 0.470480346071429 "Walking" 2 -0.413656147695544 -0.413656147695544 "Walking"
"104" 2 -0.397752510916221 0.467255864909223 "Walking" 2 -0.397752510916221 -0.397752510916221 "Walking"
"105" 2 -0.410358778593583 0.469908976199552 "Walking" 2 -0.410358778593583 -0.410358778593583 "Walking"
"106" 2 -0.414124949136399 0.471205876131155 "Walking" 2 -0.414124949136399 -0.414124949136399 "Walking"
"107" 2 -0.392573512978788 0.468302077340092 "Walking" 2 -0.392573512978788 -0.392573512978788 "Walking"
"108" 2 -0.387411063519857 0.466124314955884 "Walking" 2 -0.387411063519857 -0.387411063519857 "Walking"
"109" 2 -0.410193764785383 0.469506941249944 "Walking" 2 -0.410193764785383 -0.410193764785383 "Walking"
"110" 2 -0.36954498266934 0.47056446632582 "Walking Downstairs" 2 -0.36954498266934 -0.36954498266934 "Walking Downstairs"
"111" 2 -0.3701232813959 0.479971675389485 "Walking Downstairs" 2 -0.3701232813959 -0.3701232813959 "Walking Downstairs"
"112" 2 -0.337744000577415 0.465518064172627 "Walking Downstairs" 2 -0.337744000577415 -0.337744000577415 "Walking Downstairs"
"113" 2 -0.353753808013369 0.470012558274126 "Walking Downstairs" 2 -0.353753808013369 -0.353753808013369 "Walking Downstairs"
"114" 2 -0.371515778456061 0.470762605965692 "Walking Downstairs" 2 -0.371515778456061 -0.371515778456061 "Walking Downstairs"
"115" 2 -0.313992472729073 0.465217573365039 "Walking Downstairs" 2 -0.313992472729073 -0.313992472729073 "Walking Downstairs"
"116" 2 -0.300164405056506 0.458924303101134 "Walking Downstairs" 2 -0.300164405056506 -0.300164405056506 "Walking Downstairs"
"117" 2 -0.312079555819073 0.460687976494061 "Walking Downstairs" 2 -0.312079555819073 -0.312079555819073 "Walking Downstairs"
"118" 2 -0.317616203656881 0.466760530616439 "Walking Downstairs" 2 -0.317616203656881 -0.317616203656881 "Walking Downstairs"
"119" 2 -0.355340426448841 0.468724206710667 "Walking Downstairs" 2 -0.355340426448841 -0.355340426448841 "Walking Downstairs"
"120" 2 -0.324216501636364 0.465969162659542 "Walking Downstairs" 2 -0.324216501636364 -0.324216501636364 "Walking Downstairs"
"121" 2 -0.247877147209091 0.462808525373222 "Walking Downstairs" 2 -0.247877147209091 -0.247877147209091 "Walking Downstairs"
"122" 2 -0.259231771685561 0.459748970074491 "Walking Downstairs" 2 -0.259231771685561 -0.259231771685561 "Walking Downstairs"
"123" 2 -0.288588663654902 0.463811624458577 "Walking Downstairs" 2 -0.288588663654902 -0.288588663654902 "Walking Downstairs"
"124" 2 -0.285303712063458 0.460031161939406 "Walking Downstairs" 2 -0.285303712063458 -0.285303712063458 "Walking Downstairs"
"125" 2 -0.260087238327094 0.477550504565969 "Walking Downstairs" 2 -0.260087238327094 -0.260087238327094 "Walking Downstairs"
"126" 2 -0.235380248553269 0.467475578521005 "Walking Downstairs" 2 -0.235380248553269 -0.235380248553269 "Walking Downstairs"
"127" 2 -0.24522341976738 0.472097603360105 "Walking Downstairs" 2 -0.24522341976738 -0.24522341976738 "Walking Downstairs"
"128" 2 -0.269575417680178 0.459755952525668 "Walking Downstairs" 2 -0.269575417680178 -0.269575417680178 "Walking Downstairs"
"129" 2 -0.27127184536107 0.449603215186844 "Walking Downstairs" 2 -0.27127184536107 -0.27127184536107 "Walking Downstairs"
"130" 2 -0.272578999103209 0.453170852811679 "Walking Downstairs" 2 -0.272578999103209 -0.272578999103209 "Walking Downstairs"
"131" 2 -0.234977923968984 0.466299849198949 "Walking Downstairs" 2 -0.234977923968984 -0.234977923968984 "Walking Downstairs"
"132" 2 -0.234546547217622 0.447944520018408 "Walking Downstairs" 2 -0.234546547217622 -0.234546547217622 "Walking Downstairs"
"133" 2 -0.247759447899537 0.456386091670507 "Walking Downstairs" 2 -0.247759447899537 -0.247759447899537 "Walking Downstairs"
"134" 2 -0.394371364357932 0.475741040501093 "Walking Upstairs" 2 -0.394371364357932 -0.394371364357932 "Walking Upstairs"
"135" 2 -0.377992091747059 0.474915863941011 "Walking Upstairs" 2 -0.377992091747059 -0.377992091747059 "Walking Upstairs"
"136" 2 -0.406314750846881 0.47309026411518 "Walking Upstairs" 2 -0.406314750846881 -0.406314750846881 "Walking Upstairs"
"137" 2 -0.412428317236364 0.466929898790218 "Walking Upstairs" 2 -0.412428317236364 -0.412428317236364 "Walking Upstairs"
"138" 2 -0.370631038774866 0.463560823897143 "Walking Upstairs" 2 -0.370631038774866 -0.370631038774866 "Walking Upstairs"
"139" 2 -0.3803866869082 0.464756317628943 "Walking Upstairs" 2 -0.3803866869082 -0.3803866869082 "Walking Upstairs"
"140" 2 -0.384738259648039 0.464576881768339 "Walking Upstairs" 2 -0.384738259648039 -0.384738259648039 "Walking Upstairs"
"141" 2 -0.355096635057066 0.459634699047688 "Walking Upstairs" 2 -0.355096635057066 -0.355096635057066 "Walking Upstairs"
"142" 2 -0.38153445751426 0.475469847098901 "Walking Upstairs" 2 -0.38153445751426 -0.38153445751426 "Walking Upstairs"
"143" 2 -0.361389609866756 0.463907864375724 "Walking Upstairs" 2 -0.361389609866756 -0.361389609866756 "Walking Upstairs"
"144" 2 -0.339939590899822 0.463737822688648 "Walking Upstairs" 2 -0.339939590899822 -0.339939590899822 "Walking Upstairs"
"145" 2 -0.354842614277005 0.46058830117417 "Walking Upstairs" 2 -0.354842614277005 -0.354842614277005 "Walking Upstairs"
"146" 2 -0.37899212069893 0.451060578407197 "Walking Upstairs" 2 -0.37899212069893 -0.37899212069893 "Walking Upstairs"
"147" 2 -0.337512661708913 0.457204705798102 "Walking Upstairs" 2 -0.337512661708913 -0.337512661708913 "Walking Upstairs"
"148" 2 -0.326138365248093 0.46223007860424 "Walking Upstairs" 2 -0.326138365248093 -0.326138365248093 "Walking Upstairs"
"149" 2 -0.339196910249376 0.460892901831088 "Walking Upstairs" 2 -0.339196910249376 -0.339196910249376 "Walking Upstairs"
"150" 2 -0.327333242165419 0.454756014140076 "Walking Upstairs" 2 -0.327333242165419 -0.327333242165419 "Walking Upstairs"
"151" 2 -0.355542936258021 0.474719261631277 "Walking Upstairs" 2 -0.355542936258021 -0.355542936258021 "Walking Upstairs"
"152" 2 -0.364390520081501 0.471391547329119 "Walking Upstairs" 2 -0.364390520081501 -0.364390520081501 "Walking Upstairs"
"153" 2 -0.367466552662692 0.459410769876529 "Walking Upstairs" 2 -0.367466552662692 -0.367466552662692 "Walking Upstairs"
"154" 2 -0.35774669833943 0.465338333537983 "Walking Upstairs" 2 -0.35774669833943 -0.35774669833943 "Walking Upstairs"
"155" 2 -0.365604606933155 0.461793280513447 "Walking Upstairs" 2 -0.365604606933155 -0.365604606933155 "Walking Upstairs"
"156" 2 -0.354822731200463 0.449950069057401 "Walking Upstairs" 2 -0.354822731200463 -0.354822731200463 "Walking Upstairs"
"157" 2 -0.307714604532977 0.43728212950269 "Walking Upstairs" 2 -0.307714604532977 -0.307714604532977 "Walking Upstairs"
"158" 2 -0.317168941227201 0.44829486232614 "Walking Upstairs" 2 -0.317168941227201 -0.317168941227201 "Walking Upstairs"
"159" 2 -0.571457457873943 0.556159871322611 "Standing" 2 -0.571457457873943 -0.571457457873943 "Standing"
"160" 2 -0.62382674867262 0.532983471975592 "Standing" 2 -0.62382674867262 -0.62382674867262 "Standing"
"161" 2 -0.644870217041176 0.532776441522274 "Standing" 2 -0.644870217041176 -0.644870217041176 "Standing"
"162" 2 -0.637233720699073 0.534388565796055 "Standing" 2 -0.637233720699073 -0.637233720699073 "Standing"
"163" 2 -0.647535837580125 0.526567901062935 "Standing" 2 -0.647535837580125 -0.647535837580125 "Standing"
"164" 2 -0.629641966007344 0.547735316888143 "Standing" 2 -0.629641966007344 -0.629641966007344 "Standing"
"165" 2 -0.640754282627629 0.535401450208488 "Standing" 2 -0.640754282627629 -0.640754282627629 "Standing"
"166" 2 -0.652544993504991 0.530349061270547 "Standing" 2 -0.652544993504991 -0.652544993504991 "Standing"
"167" 2 -0.649481177935668 0.534407255372824 "Standing" 2 -0.649481177935668 -0.649481177935668 "Standing"
"168" 2 -0.656096889061854 0.525091801157573 "Standing" 2 -0.656096889061854 -0.656096889061854 "Standing"
"169" 2 -0.651998371335775 0.524716387252005 "Standing" 2 -0.651998371335775 -0.651998371335775 "Standing"
"170" 2 -0.600360602196435 0.558989627894662 "Standing" 2 -0.600360602196435 -0.600360602196435 "Standing"
"171" 2 -0.63723946817779 0.55018229768901 "Standing" 2 -0.63723946817779 -0.63723946817779 "Standing"
"172" 2 -0.64550978016738 0.532862617246091 "Standing" 2 -0.64550978016738 -0.64550978016738 "Standing"
"173" 2 -0.648568494718538 0.533295100343627 "Standing" 2 -0.648568494718538 -0.648568494718538 "Standing"
"174" 2 -0.656023265976114 0.52326781622253 "Standing" 2 -0.656023265976114 -0.656023265976114 "Standing"
"175" 2 -0.656531748805882 0.529892747908271 "Standing" 2 -0.656531748805882 -0.656531748805882 "Standing"
"176" 2 -0.648722753123173 0.537841833222964 "Standing" 2 -0.648722753123173 -0.648722753123173 "Standing"
"177" 2 -0.647794755155437 0.534500448811103 "Standing" 2 -0.647794755155437 -0.647794755155437 "Standing"
"178" 2 -0.649581726638681 0.536331486962323 "Standing" 2 -0.649581726638681 -0.649581726638681 "Standing"
"179" 2 -0.647812987002697 0.533643776279721 "Standing" 2 -0.647812987002697 -0.647812987002697 "Standing"
"180" 2 -0.650839958238324 0.526403882777359 "Standing" 2 -0.650839958238324 -0.650839958238324 "Standing"
"181" 2 -0.648781875708378 0.530464858280307 "Standing" 2 -0.648781875708378 -0.648781875708378 "Standing"
"182" 2 -0.594886617587879 0.546640817279505 "Sitting" 2 -0.594886617587879 -0.594886617587879 "Sitting"
"183" 2 -0.615173963778253 0.549684967501211 "Sitting" 2 -0.615173963778253 -0.615173963778253 "Sitting"
"184" 2 -0.633001045946702 0.548260883611336 "Sitting" 2 -0.633001045946702 -0.633001045946702 "Sitting"
"185" 2 -0.643919269205152 0.536636042815548 "Sitting" 2 -0.643919269205152 -0.643919269205152 "Sitting"
"186" 2 -0.641073737535294 0.539135208758015 "Sitting" 2 -0.641073737535294 -0.641073737535294 "Sitting"
"187" 2 -0.634698640999109 0.548569194839015 "Sitting" 2 -0.634698640999109 -0.634698640999109 "Sitting"
"188" 2 -0.63671866654384 0.578572692268483 "Sitting" 2 -0.63671866654384 -0.63671866654384 "Sitting"
"189" 2 -0.654047135718342 0.553133111135028 "Sitting" 2 -0.654047135718342 -0.654047135718342 "Sitting"
"190" 2 -0.648737738463761 0.545192443540799 "Sitting" 2 -0.648737738463761 -0.648737738463761 "Sitting"
"191" 2 -0.651583201038859 0.524584710381177 "Sitting" 2 -0.651583201038859 -0.651583201038859 "Sitting"
"192" 2 -0.647882269860606 0.527555064124416 "Sitting" 2 -0.647882269860606 -0.647882269860606 "Sitting"
"193" 2 -0.562468074017291 0.54698501317435 "Sitting" 2 -0.562468074017291 -0.562468074017291 "Sitting"
"194" 2 -0.613754268321212 0.565226048616472 "Sitting" 2 -0.613754268321212 -0.613754268321212 "Sitting"
"195" 2 -0.626459464800089 0.54341061801487 "Sitting" 2 -0.626459464800089 -0.626459464800089 "Sitting"
"196" 2 -0.637402230013369 0.533045058456418 "Sitting" 2 -0.637402230013369 -0.637402230013369 "Sitting"
"197" 2 -0.645648615201979 0.530244643863436 "Sitting" 2 -0.645648615201979 -0.645648615201979 "Sitting"
"198" 2 -0.647758603745633 0.533756879425743 "Sitting" 2 -0.647758603745633 -0.647758603745633 "Sitting"
"199" 2 -0.642492853402674 0.531829893419342 "Sitting" 2 -0.642492853402674 -0.642492853402674 "Sitting"
"200" 2 -0.639538423572549 0.535060685036408 "Sitting" 2 -0.639538423572549 -0.639538423572549 "Sitting"
"201" 2 -0.655158989964884 0.520262623149327 "Sitting" 2 -0.655158989964884 -0.655158989964884 "Sitting"
"202" 2 -0.651476406718717 0.52076221325997 "Sitting" 2 -0.651476406718717 -0.651476406718717 "Sitting"
"203" 2 -0.649847670604456 0.526969458993391 "Sitting" 2 -0.649847670604456 -0.649847670604456 "Sitting"
"204" 2 -0.579366451115569 0.540194055341081 "Laying" 2 -0.579366451115569 -0.579366451115569 "Laying"
"205" 2 -0.620498907285205 0.540823170471027 "Laying" 2 -0.620498907285205 -0.620498907285205 "Laying"
"206" 2 -0.630212871964349 0.542482202429799 "Laying" 2 -0.630212871964349 -0.630212871964349 "Laying"
"207" 2 -0.638866695134225 0.555048111479622 "Laying" 2 -0.638866695134225 -0.638866695134225 "Laying"
"208" 2 -0.655273429498039 0.529032240522999 "Laying" 2 -0.655273429498039 -0.655273429498039 "Laying"
"209" 2 -0.653715462245633 0.530676117581049 "Laying" 2 -0.653715462245633 -0.653715462245633 "Laying"
"210" 2 -0.653503371977326 0.533211789273607 "Laying" 2 -0.653503371977326 -0.653503371977326 "Laying"
"211" 2 -0.642692051533922 0.538773129730251 "Laying" 2 -0.642692051533922 -0.642692051533922 "Laying"
"212" 2 -0.642754422397326 0.559789625661399 "Laying" 2 -0.642754422397326 -0.642754422397326 "Laying"
"213" 2 -0.644474294424242 0.551479993908751 "Laying" 2 -0.644474294424242 -0.644474294424242 "Laying"
"214" 2 -0.654668055670624 0.537434650415257 "Laying" 2 -0.654668055670624 -0.654668055670624 "Laying"
"215" 2 -0.59843477586934 0.539534496495582 "Laying" 2 -0.59843477586934 -0.59843477586934 "Laying"
"216" 2 -0.625769817604456 0.545878266685081 "Laying" 2 -0.625769817604456 -0.625769817604456 "Laying"
"217" 2 -0.641436858244349 0.543976244610042 "Laying" 2 -0.641436858244349 -0.641436858244349 "Laying"
"218" 2 -0.654737581468449 0.516658223753031 "Laying" 2 -0.654737581468449 -0.654737581468449 "Laying"
"219" 2 -0.652292875275829 0.521884775080435 "Laying" 2 -0.652292875275829 -0.652292875275829 "Laying"
"220" 2 -0.641728918639394 0.557558766981439 "Laying" 2 -0.641728918639394 -0.641728918639394 "Laying"
"221" 2 -0.639422263805526 0.552394500687458 "Laying" 2 -0.639422263805526 -0.639422263805526 "Laying"
"222" 2 -0.648550513099234 0.541526805655242 "Laying" 2 -0.648550513099234 -0.648550513099234 "Laying"
"223" 2 -0.641484142566667 0.552066978375114 "Laying" 2 -0.641484142566667 -0.641484142566667 "Laying"
"224" 2 -0.652395509865062 0.537788376713376 "Laying" 2 -0.652395509865062 -0.652395509865062 "Laying"
"225" 2 -0.644233012595365 0.550418780328335 "Laying" 2 -0.644233012595365 -0.644233012595365 "Laying"
"226" 2 -0.642663863100178 0.547411589789888 "Laying" 2 -0.642663863100178 -0.642663863100178 "Laying"
"227" 2 -0.64912533831426 0.543209668369016 "Laying" 2 -0.64912533831426 -0.64912533831426 "Laying"
"228" 2 -0.401733724290143 0.471962429039261 "Walking" 2 -0.401733724290143 -0.401733724290143 "Walking"
"229" 2 -0.352239336734581 0.462420214141356 "Walking" 2 -0.352239336734581 -0.352239336734581 "Walking"
"230" 2 -0.354752729513012 0.460590650054516 "Walking" 2 -0.354752729513012 -0.354752729513012 "Walking"
"231" 2 -0.376882601328271 0.465039511898619 "Walking" 2 -0.376882601328271 -0.376882601328271 "Walking"
"232" 2 -0.396462351955258 0.475522904771666 "Walking" 2 -0.396462351955258 -0.396462351955258 "Walking"
"233" 2 -0.376231061837041 0.472392651022518 "Walking" 2 -0.376231061837041 -0.376231061837041 "Walking"
"234" 2 -0.367092628102014 0.469565220699057 "Walking" 2 -0.367092628102014 -0.367092628102014 "Walking"
"235" 2 -0.383937018321123 0.46821483286343 "Walking" 2 -0.383937018321123 -0.383937018321123 "Walking"
"236" 2 -0.382034891312478 0.463136020799321 "Walking" 2 -0.382034891312478 -0.382034891312478 "Walking"
"237" 2 -0.367404138388592 0.462614612662529 "Walking" 2 -0.367404138388592 -0.367404138388592 "Walking"
"238" 2 -0.345783318982531 0.468425753970867 "Walking" 2 -0.345783318982531 -0.345783318982531 "Walking"
"239" 2 -0.369791900210945 0.474441569507177 "Walking" 2 -0.369791900210945 -0.369791900210945 "Walking"
"240" 2 -0.382556477427184 0.471985944525847 "Walking" 2 -0.382556477427184 -0.382556477427184 "Walking"
"241" 2 -0.398793969865241 0.478888623221121 "Walking" 2 -0.398793969865241 -0.398793969865241 "Walking"
